Branch,Mean omega,omega1,p1,omega2,p2,omega3,p3,LRT,p-value,Corrected p-value
Node21,0.136996,0.0,0.974833,0.0,0.00246892,18.0653,0.0226981,6.18642,0.00643673,0.199539
KF673857,0.0895033,0.0,0.960368,0.0,0.0318787,13.46,0.00775322,2.7791,0.0477508,1.0
Node19,0.108028,0.0761281,0.99048,0.0743115,0.00185587,1466.42,0.00766402,2.33001,0.0634507,1.0
Node18,0.0190542,0.00740898,0.963702,0.00739046,0.0275556,305.678,0.00874202,1.20367,0.136295,1.0
Node8,0.12901,0.0919006,0.963327,0.102648,0.0186264,14.7701,0.0180468,1.13527,0.143327,1.0
Node4,10.0,0.162219,0.487651,1.0,0.0251651,8.58162,0.487183,0.907814,0.170348,1.0
HM140847,10.0,0.996605,0.0,0.920415,0.0,494.299,1.0,0.867583,0.175813,1.0
KJ002734,0.0566797,0.033732,0.976579,0.898016,0.0,3.05662,0.023421,0.499873,0.239778,1.0
JQ030893,0.0727624,0.0,0.898896,0.98183,0.0,1.09348,0.101104,0.013328,0.454045,1.0
AF198174,0.18793,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HQ388352,0.196929,0.196126,1.0,0.111357,0.0,1.77179,0.0,0.0,1.0,1.0
AF198176,0.178321,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002731,0.0805645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673858,0.102986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node10,0.134949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673860,0.149249,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002732,0.0554913,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node15,0.0775115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node13,0.062222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node7,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node5,0.0722933,0.0315019,0.900316,0.0534397,0.0,0.902898,0.099684,0.0,1.0,1.0
JQ326258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF924272,10.0,0.00013722,0.920037,0.920037,9.88044e-06,12.2378,0.0799534,0.0,1.0,1.0
Node22,0.254352,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KJ002733,0.0125242,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HM140844,0.0768699,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node25,0.0582496,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
DQ119842,0.0897645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
KF673859,0.119178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node30,0.144,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Node28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
